Player,Team,Position,Games,PPR Fantasy Points,PPR Fantasy Points Per Game,Routes Run,Route Participation Percent,Rushing Snap Count,Rushing Snap Percent,Rushing Attempts,Rushing Yards,Rushing Yards Per Carry,Rushing Touchdowns,Rushing Fumbles,Rushing Fumbles Lost,Rushing First Downs,Red Zone Rush Attempts,Goal Line Rush Attempts,Goal Line Rushing Touchdowns,Rushing EPA,Rushing EPA Per Attempt,Rushing DYAR,Rushing DVOA,Rushing Success Rate,Yards Before Contact,Yards After Contact,Avoided Tackles,Avoided Tackle Percent,Win Yards Per Attempt,Explosive Runs,Explosive Run Rate,Explosive Yards,Explosive Touchdowns,Juke Rate,Stacked Box Yards Per Attempt,Second Level Yards Per Attempt,Open Field Yards Per Attempt,Adjusted Line Yards Per Attempt,Stuffed Rate,Power Run Success Rate,Inside Zone Attempts,Inside Zone Percent,Inside Zone Yards Per Attempt,Outside Zone Attempts,Outside Zone Percent,Outside Zone Yards Per Attempt,Power Attempts,Power Percent,Power Yards Per Attempt,Man/Duo Attempts,Man/Duo Percent,Man/Duo Yards Per Attempt,Counter Attempts,Counter Percent,Counter Yards Per Attempt,Stacked Box Attempts,Stacked Box Percent,Stacked Box Run Yards Per Attempt,Designed Run Attempts,Designed Run Percent,Designed Run Yards Per Attempt,Scramble Attempts,Scramble Percent,Scramble Yards Per Attempt,Rushing Attempt Share,Touches,Touch Share,Rushing Opportunities,Rushing Opportunity Share,Team Rushing Attempt Share,Team Rushing Touch Share,Team Rushing Opportunity Share,Rushing Attempts Per Game,Touches Per Game,Receiving Snap Count,Receiving Snap Percent,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Yards Per Target,Yards Per Reception,Catch Percent,Yards After Catch,Yards After Catch Per Reception,Receiving First Downs,Longest Reception,100 Plus Yard Games,Targets Per Game,Receptions Per Game,Receiving Yards Per Game,End Zone Targets,End Zone Touchdowns,Receiving EPA,Receiving EPA Per Target,Receiving DYAR,Receiving DVOA,Routes Run Efficiency,Yards Per Route Run,Explosive Receptions,Explosive Reception Rate,Explosive Receiving Yards,Explosive Receiving Touchdowns,Catchable Targets,Catchable Target Rate,Adjusted Catch Percent,Contested Targets,Contested Target Rate,Contested Receptions,Contested Catch Rate,Created Catches,Drops,Drop Rate,Receiving Success Rate,Forced Missed Tackles,Single-High Coverage Target Percent,Single-High Coverage Yards Per Route Run,Two-High Coverage Target Percent,Two-High Coverage Yards Per Route Run,Zero Coverage Target Percent,Zero Coverage Yards Per Route Run,Man Coverage Target Percent,Man Coverage Yards Per Route Run,Zone Coverage Target Percent,Zone Coverage Yards Per Route Run,Tight Coverage Percent,Step Coverage Rate,Open Target Percent,Wide Open Target Percent,Close Coverage Target Percent,Wide Alignment Routes,Wide Alignment Percent,Wide Alignment Yards Per Route Run,Slot Alignment Routes,Slot Alignment Percent,Slot Alignment Yards Per Route Run,Backfield Alignment Routes,Backfield Alignment Percent,Backfield Alignment Yards Per Route Run,Inline Alignment Routes,Inline Alignment Percent,Inline Alignment Yards Per Route Run,Off-Line Alignment Routes,Off-Line Alignment Percent,Off-Line Alignment Yards Per Route Run,Air Yards,Average Depth of Target,Air Yards Per Game,Air Yards Per Route Run,Receiver Air Conversion Ratio,Weighted Opportunity Rating,Team Air Yards Share,Catchable Air Yards,Catchable Air Yards Rate,Prayer Yards,Prayer Yard Rate,Dropped Air Yards,20 Plus Yard Targets,20 Plus Yard Catches,20 Plus Yard Catch Rate,20 Plus Target Percent,20 Plus Yard Receiving Yards,20 Plus Yard Receiving Touchdowns,Target Share,First Read Targets,First Read Target Rate,First Read Target Share,Receiving Opportunities,Receiving Opportunity Share,Season
Derrick Henry,TEN,RB,17.0,238.1,14.006,209.0,37.455,533.0,52.102,280.0,1167.0,4.168,12.0,0.0,0.0,63.0,37.0,16.0,5.0,-0.207,-0.001,124.0,2.68,37.5,1.786,2.382,55.0,19.643,2.561,23.0,8.214,466.0,5.0,1.786,4.056,1.193,1.664,2.784,15.714,71.43,72.0,25.714,4.625,56.0,20.0,3.893,22.0,7.857,3.864,97.0,34.643,3.309,21.0,7.5,7.571,198.0,70.714,4.056,6.0,2.143,12.167,0.0,0.0,0.0,63.063,308.0,41.176,316.0,31.537,70.529,41.176,31.537,16.471,18.118,533.0,52.102,36.0,28.0,214.0,0.0,5.944,7.643,77.778,275.0,9.821,7.0,46.0,0.0,2.118,1.647,12.588,0.0,0.0,5.649,0.157,9.0,-9.06,209.0,1.024,2.0,5.556,69.0,0.0,29.0,80.556,96.552,0.0,0.0,0.0,0.0,0.0,1.0,3.448,47.222,4.0,62.201,1.131,36.842,0.87,0.957,0.0,40.67,1.165,59.33,0.927,2.778,0.0,41.667,22.222,25.0,7.0,3.349,2.429,3.0,1.435,0.0,198.0,94.737,0.995,0.0,0.0,0.0,1.0,0.478,0.0,-95.0,-2.639,-5.588,-0.455,-2.253,0.082,-2.074,-53.0,55.789,-42.0,44.211,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.452,4.0,11.111,0.691,316.0,31.537,2023
James Cook,BUF,RB,17.0,236.7,13.924,321.0,53.234,607.0,52.193,237.0,1122.0,4.734,2.0,3.0,1.0,54.0,33.0,5.0,1.0,10.184,0.043,195.0,11.85,42.194,2.865,1.869,30.0,12.658,1.873,33.0,13.924,512.0,1.0,0.422,3.99,1.262,2.16,3.113,11.814,66.67,70.0,29.536,5.186,42.0,17.722,4.167,53.0,22.363,4.396,34.0,14.346,3.824,23.0,9.705,6.304,105.0,44.304,3.99,0.0,0.0,0.0,0.0,0.0,0.0,46.289,281.0,31.327,291.0,26.099,61.082,31.327,26.099,13.941,16.529,607.0,52.193,54.0,44.0,445.0,4.0,8.241,10.114,81.481,398.0,9.045,16.0,48.0,0.0,3.176,2.588,26.176,2.0,1.0,6.338,0.117,161.0,37.59,321.0,1.386,7.0,12.963,207.0,1.0,49.0,90.741,89.796,1.0,1.852,0.0,0.0,0.0,5.0,10.204,59.259,10.0,53.271,1.795,42.679,0.971,4.05,0.385,43.925,1.894,56.075,0.989,0.0,7.407,61.111,25.926,5.556,32.0,9.969,1.313,22.0,6.854,0.591,267.0,83.178,1.461,0.0,0.0,0.0,0.0,0.0,0.0,137.0,2.537,8.059,0.427,3.248,0.153,2.733,87.0,63.504,50.0,36.496,40.0,2.0,1.0,50.0,3.704,28.0,0.0,8.955,12.0,22.222,1.843,291.0,26.099,2023
Austin Ekeler,LAC,RB,14.0,192.2,13.729,378.0,56.0,608.0,53.054,179.0,628.0,3.508,5.0,3.0,2.0,34.0,30.0,16.0,4.0,-3.966,-0.022,-50.0,-15.19,34.078,1.229,2.279,27.0,15.084,2.318,7.0,3.911,164.0,0.0,1.117,3.63,1.011,0.916,2.44,16.76,50.0,59.0,32.961,2.763,41.0,22.905,4.22,15.0,8.38,2.8,34.0,18.994,5.441,9.0,5.028,1.333,119.0,66.48,3.63,2.0,1.117,2.0,0.0,0.0,0.0,41.531,230.0,27.381,253.0,22.875,50.852,27.381,22.875,12.786,16.429,608.0,53.054,74.0,51.0,424.0,1.0,5.73,8.314,68.919,521.0,10.216,21.0,39.0,0.0,5.286,3.643,30.286,2.0,0.0,1.211,0.016,1.0,-13.37,378.0,1.122,5.0,6.757,149.0,1.0,57.0,77.027,89.474,3.0,4.054,0.0,0.0,0.0,3.0,5.263,37.838,10.0,53.175,1.05,42.593,1.298,3.968,0.267,47.884,0.751,51.852,1.469,8.108,4.054,54.054,24.324,9.459,27.0,7.143,0.704,14.0,3.704,1.5,335.0,88.624,1.146,0.0,0.0,0.0,2.0,0.529,0.0,-77.0,-1.041,-5.5,-0.204,-5.506,0.153,-1.631,-93.0,120.779,16.0,-20.779,-4.0,1.0,0.0,0.0,1.351,0.0,0.0,10.963,8.0,10.811,1.119,253.0,22.875,2023
Brian Robinson,WAS,RB,15.0,200.0,13.333,280.0,39.943,484.0,44.241,178.0,733.0,4.118,5.0,3.0,2.0,46.0,27.0,8.0,1.0,-5.159,-0.029,42.0,-4.81,37.079,1.478,2.64,34.0,19.101,2.933,19.0,10.674,299.0,2.0,2.809,3.535,1.185,1.68,2.591,16.854,53.33,51.0,28.652,4.471,27.0,15.169,5.148,22.0,12.36,3.864,45.0,25.281,3.2,14.0,7.865,3.643,71.0,39.888,3.535,0.0,0.0,0.0,0.0,0.0,0.0,49.582,214.0,27.937,221.0,20.849,57.792,27.937,20.849,11.867,14.267,484.0,44.241,43.0,36.0,367.0,4.0,8.535,10.194,83.721,410.0,11.389,15.0,51.0,1.0,2.867,2.4,24.467,2.0,2.0,17.753,0.413,98.0,22.11,280.0,1.311,8.0,18.605,232.0,2.0,39.0,90.698,92.308,0.0,0.0,0.0,0.0,1.0,3.0,7.692,51.163,10.0,51.429,1.208,47.143,1.462,1.429,0.0,45.0,1.183,55.0,1.416,0.0,4.651,44.186,30.233,16.279,4.0,1.429,2.25,1.0,0.357,0.0,275.0,98.214,1.302,0.0,0.0,0.0,0.0,0.0,0.0,-55.0,-1.279,-3.667,-0.196,-6.673,0.084,-1.156,-45.0,81.818,-10.0,18.182,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.134,7.0,16.279,0.952,221.0,20.849,2023
Kenneth Walker III,SEA,RB,15.0,199.4,13.293,235.0,38.336,474.0,46.562,219.0,905.0,4.132,8.0,1.0,0.0,46.0,38.0,15.0,4.0,4.21,0.019,23.0,-6.49,38.356,1.753,2.379,59.0,26.941,2.612,24.0,10.959,423.0,2.0,3.653,3.962,1.027,1.932,2.647,21.461,56.25,64.0,29.224,4.969,54.0,24.658,4.204,18.0,8.219,4.556,40.0,18.265,3.225,11.0,5.023,4.636,133.0,60.731,3.962,0.0,0.0,0.0,0.0,0.0,0.0,57.33,248.0,32.935,256.0,25.729,64.412,32.935,25.729,14.6,16.533,474.0,46.562,37.0,29.0,259.0,1.0,7.0,8.931,78.378,317.0,10.931,9.0,64.0,0.0,2.467,1.933,17.267,0.0,0.0,5.842,0.158,51.0,9.29,235.0,1.102,3.0,8.108,127.0,1.0,31.0,83.784,93.548,1.0,2.703,0.0,0.0,1.0,2.0,6.452,43.243,13.0,48.936,0.687,48.936,1.565,1.702,0.0,34.468,0.284,65.106,1.542,5.405,5.405,67.568,10.811,10.811,25.0,10.638,1.6,13.0,5.532,0.308,193.0,82.128,1.114,0.0,0.0,0.0,4.0,1.702,0.0,-79.0,-2.135,-5.267,-0.336,-3.278,0.077,-1.917,-68.0,86.076,-11.0,13.924,-10.0,1.0,1.0,100.0,2.703,36.0,0.0,6.036,2.0,5.405,0.314,256.0,25.729,2023
Tony Pollard,DAL,RB,17.0,222.6,13.094,472.0,72.171,782.0,68.059,252.0,1005.0,3.988,6.0,1.0,1.0,56.0,61.0,17.0,3.0,-16.025,-0.064,59.0,-3.32,40.476,1.409,2.579,45.0,17.857,2.667,21.0,8.333,345.0,1.0,1.984,3.61,1.333,1.369,2.841,17.46,73.68,72.0,28.571,3.833,51.0,20.238,3.784,35.0,13.889,5.0,57.0,22.619,4.035,18.0,7.143,2.333,146.0,57.937,3.61,1.0,0.397,-10.0,0.0,0.0,0.0,53.846,307.0,34.263,319.0,28.431,62.843,34.263,28.431,14.824,18.059,782.0,68.059,67.0,55.0,311.0,0.0,4.642,5.655,82.09,321.0,5.836,12.0,60.0,0.0,3.941,3.235,18.294,2.0,0.0,3.08,0.046,-62.0,-30.07,472.0,0.659,2.0,2.985,86.0,0.0,60.0,89.552,91.667,5.0,7.463,3.0,60.0,1.0,3.0,5.0,35.821,5.0,47.246,0.296,46.822,1.109,5.72,0.0,50.212,0.211,49.576,1.115,13.433,2.985,40.299,16.418,26.866,33.0,6.992,0.394,18.0,3.814,1.5,416.0,88.136,0.651,0.0,0.0,0.0,5.0,1.059,0.0,27.0,0.403,1.588,0.057,11.519,0.158,0.563,19.0,70.37,8.0,29.63,6.0,1.0,0.0,0.0,1.493,0.0,0.0,10.245,7.0,10.448,1.028,319.0,28.431,2023
D'Andre Swift,PHI,RB,16.0,201.3,12.581,300.0,49.834,605.0,52.065,229.0,1049.0,4.581,5.0,2.0,0.0,50.0,38.0,14.0,1.0,11.158,0.049,147.0,6.2,43.668,2.607,1.974,46.0,20.087,2.288,22.0,9.607,403.0,0.0,5.677,3.805,1.511,1.76,2.767,16.157,57.14,86.0,37.555,3.884,19.0,8.297,3.368,30.0,13.1,4.5,55.0,24.017,5.273,8.0,3.493,6.875,118.0,51.528,3.805,1.0,0.437,4.0,0.0,0.0,0.0,44.902,268.0,30.489,278.0,25.0,66.377,30.489,25.0,14.313,16.75,605.0,52.065,49.0,39.0,214.0,1.0,4.367,5.487,79.592,267.0,6.846,8.0,20.0,0.0,3.063,2.438,13.375,0.0,0.0,-7.176,-0.146,-19.0,-20.48,300.0,0.713,2.0,4.082,40.0,0.0,42.0,85.714,92.857,2.0,4.082,0.0,0.0,0.0,1.0,2.381,42.857,5.0,37.667,0.31,57.333,0.907,4.333,0.0,35.0,0.171,64.333,0.896,6.122,8.163,55.102,16.327,12.245,37.0,12.333,0.27,21.0,7.0,2.0,242.0,80.667,0.669,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.551,1.688,0.09,7.926,0.126,0.556,-41.0,-151.852,68.0,251.852,4.0,2.0,0.0,0.0,4.082,0.0,0.0,8.14,4.0,8.163,0.613,278.0,25.0,2023
Aaron Jones,GB,RB,11.0,136.9,12.445,178.0,29.133,340.0,31.599,142.0,656.0,4.62,2.0,1.0,1.0,34.0,36.0,7.0,1.0,-5.752,-0.041,172.0,18.66,47.183,1.972,2.648,26.0,18.31,2.972,15.0,10.563,233.0,0.0,2.113,4.442,1.676,1.641,3.147,12.676,66.67,48.0,33.803,4.333,29.0,20.423,5.483,18.0,12.676,5.0,37.0,26.056,3.514,5.0,3.521,3.0,86.0,60.563,4.442,0.0,0.0,0.0,0.0,0.0,0.0,32.2,172.0,21.104,185.0,17.586,36.598,21.104,17.586,12.909,15.636,340.0,31.599,43.0,30.0,233.0,1.0,5.419,7.767,69.767,271.0,9.033,13.0,51.0,0.0,3.909,2.727,21.182,0.0,0.0,10.002,0.233,11.0,-9.95,178.0,1.309,2.0,4.651,86.0,1.0,34.0,79.07,88.235,4.0,9.302,2.0,50.0,0.0,3.0,8.824,34.884,5.0,46.067,1.5,52.247,1.183,1.685,0.0,31.461,1.339,68.539,1.295,6.977,6.977,44.186,20.93,16.279,15.0,8.427,0.467,11.0,6.18,1.455,148.0,83.146,1.419,0.0,0.0,0.0,4.0,2.247,0.0,-48.0,-1.116,-4.364,-0.27,-4.854,0.099,-0.973,-30.0,62.5,-18.0,37.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.038,7.0,16.279,1.102,185.0,17.586,2023
Jerome Ford,CLV,RB,17.0,211.2,12.424,359.0,53.662,595.0,48.931,204.0,813.0,3.985,4.0,0.0,0.0,35.0,16.0,4.0,1.0,-10.323,-0.051,-81.0,-18.59,30.882,1.167,2.819,33.0,16.176,2.971,23.0,11.275,439.0,1.0,2.941,4.321,1.176,2.152,2.432,27.451,42.86,41.0,20.098,5.463,54.0,26.471,4.0,34.0,16.667,2.853,35.0,17.157,2.457,13.0,6.373,4.077,109.0,53.431,4.321,4.0,1.961,3.0,0.0,0.0,0.0,39.382,248.0,28.408,267.0,22.494,45.434,28.408,22.494,12.0,14.588,595.0,48.931,63.0,44.0,319.0,5.0,5.063,7.25,69.841,304.0,6.909,16.0,50.0,0.0,3.706,2.588,18.765,2.0,2.0,4.313,0.068,54.0,-0.25,359.0,0.889,2.0,3.175,74.0,2.0,53.0,84.127,83.019,2.0,3.175,1.0,50.0,0.0,6.0,11.321,39.683,6.0,49.582,0.949,49.582,0.809,0.557,3.0,32.312,1.233,67.409,0.727,7.937,4.762,44.444,23.81,17.46,15.0,4.178,1.267,14.0,3.9,1.5,303.0,84.401,0.716,0.0,0.0,0.0,27.0,7.521,2.296,30.0,0.476,1.765,0.084,10.633,0.145,0.567,29.0,96.667,1.0,3.333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.417,8.0,12.698,1.146,267.0,22.494,2023
Rhamondre Stevenson,NE,RB,12.0,147.7,12.308,288.0,47.603,472.0,45.298,156.0,619.0,3.968,4.0,1.0,1.0,36.0,19.0,3.0,2.0,-8.181,-0.052,44.0,-2.75,42.308,1.718,2.25,25.0,16.026,2.404,10.0,6.41,177.0,1.0,3.205,3.494,1.577,1.135,2.848,17.308,78.57,44.0,28.205,3.727,24.0,15.385,3.417,11.0,7.051,3.182,56.0,35.897,4.446,5.0,3.205,5.0,85.0,54.487,3.494,0.0,0.0,0.0,0.0,0.0,0.0,37.59,194.0,25.326,207.0,20.294,41.935,25.326,20.294,13.0,16.167,472.0,45.298,51.0,38.0,238.0,0.0,4.667,6.263,74.51,261.0,6.868,9.0,34.0,0.0,4.25,3.167,19.833,0.0,0.0,-10.427,-0.204,-31.0,-23.48,288.0,0.826,2.0,3.922,66.0,0.0,42.0,82.353,90.476,3.0,5.882,1.0,33.333,0.0,3.0,7.143,29.412,9.0,55.208,0.535,43.056,1.234,1.042,0.0,48.958,0.844,50.347,0.821,9.804,9.804,31.373,21.569,27.451,22.0,7.639,0.182,25.0,8.681,0.16,240.0,83.333,0.958,0.0,0.0,0.0,1.0,0.347,0.0,13.0,0.255,1.083,0.045,18.308,0.129,0.318,-19.0,-146.154,32.0,246.154,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.43,3.0,5.882,0.478,207.0,20.294,2023
Zack Moss,IND,RB,14.0,167.6,11.971,292.0,47.48,502.0,44.742,183.0,794.0,4.339,5.0,0.0,0.0,43.0,40.0,11.0,1.0,8.019,0.044,166.0,11.8,40.437,2.022,2.317,26.0,14.208,2.328,19.0,10.383,346.0,2.0,0.546,3.114,1.071,1.891,2.597,18.579,63.16,74.0,40.437,4.838,15.0,8.197,2.6,10.0,5.464,4.5,74.0,40.437,4.459,1.0,0.546,1.0,70.0,38.251,3.114,0.0,0.0,0.0,0.0,0.0,0.0,38.205,210.0,25.18,220.0,20.11,43.571,25.18,20.11,13.071,15.0,502.0,44.742,37.0,27.0,192.0,2.0,5.189,7.111,72.973,189.0,7.0,10.0,26.0,0.0,2.643,1.929,13.714,0.0,0.0,7.403,0.2,80.0,30.16,292.0,0.658,1.0,2.703,26.0,0.0,34.0,91.892,79.412,0.0,0.0,0.0,0.0,1.0,4.0,11.765,37.838,6.0,53.767,0.465,39.384,0.878,5.822,1.059,45.205,0.553,53.767,0.758,8.108,2.703,24.324,35.135,29.73,16.0,5.479,0.375,2.0,0.685,0.0,267.0,91.438,0.697,0.0,0.0,0.0,7.0,2.397,0.0,-14.0,-0.378,-1.0,-0.048,-13.714,0.088,-0.329,8.0,-57.143,-22.0,157.143,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.016,3.0,8.108,0.467,220.0,20.11,2023
Jaylen Warren,PIT,RB,17.0,200.4,11.788,303.0,55.904,494.0,46.914,149.0,784.0,5.262,4.0,3.0,1.0,36.0,19.0,5.0,0.0,0.966,0.006,97.0,8.24,39.597,1.973,3.289,46.0,30.872,3.839,24.0,16.107,424.0,4.0,1.342,5.3,1.262,2.846,2.962,16.779,44.44,51.0,34.228,4.431,16.0,10.738,3.063,13.0,8.725,6.769,40.0,26.846,6.55,7.0,4.698,5.429,80.0,53.691,5.3,0.0,0.0,0.0,0.0,0.0,0.0,30.595,210.0,25.926,223.0,21.672,35.561,25.926,21.672,8.765,12.353,494.0,46.914,74.0,61.0,370.0,0.0,5.0,6.066,82.432,482.0,7.902,19.0,30.0,0.0,4.353,3.588,21.765,0.0,0.0,6.639,0.09,-2.0,-13.51,303.0,1.221,2.0,2.703,53.0,0.0,65.0,87.838,93.846,3.0,4.054,2.0,66.667,1.0,4.0,6.154,39.189,21.0,51.815,1.013,44.554,1.511,2.97,0.0,44.884,0.963,54.455,1.406,9.459,5.405,39.189,31.081,14.865,14.0,4.62,-0.214,12.0,3.96,2.5,262.0,86.469,1.187,0.0,0.0,0.0,15.0,4.95,2.133,-119.0,-1.608,-7.0,-0.393,-3.109,0.183,-3.147,-112.0,94.118,-7.0,5.882,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13.653,6.0,8.108,1.06,223.0,21.672,2023
Najee Harris,PIT,RB,17.0,197.5,11.618,235.0,43.358,530.0,50.332,255.0,1035.0,4.059,8.0,2.0,1.0,50.0,44.0,11.0,0.0,-6.191,-0.024,64.0,-2.38,39.216,1.255,2.804,48.0,18.824,3.0,24.0,9.412,390.0,1.0,3.137,4.006,1.227,1.529,2.719,19.216,60.0,82.0,32.157,3.39,30.0,11.765,4.4,31.0,12.157,5.452,79.0,30.98,3.772,7.0,2.745,4.714,179.0,70.196,4.006,0.0,0.0,0.0,0.0,0.0,0.0,52.361,284.0,35.062,293.0,28.474,60.859,35.062,28.474,15.0,16.706,530.0,50.332,38.0,29.0,170.0,0.0,4.474,5.862,76.316,175.0,6.034,9.0,32.0,0.0,2.235,1.706,10.0,0.0,0.0,-0.931,-0.025,15.0,-7.33,235.0,0.723,1.0,2.632,32.0,0.0,31.0,81.579,93.548,3.0,7.895,0.0,0.0,0.0,2.0,6.452,44.737,8.0,44.255,0.51,52.34,0.927,2.553,0.5,29.362,0.638,69.787,0.768,15.789,5.263,31.579,36.842,10.526,7.0,2.979,0.0,6.0,2.553,1.167,218.0,92.766,0.729,0.0,0.0,0.0,4.0,1.702,1.0,9.0,0.237,0.529,0.038,18.889,0.107,0.238,-9.0,-100.0,18.0,200.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.011,3.0,7.895,0.53,293.0,28.474,2023
Gus Edwards,BLT,RB,17.0,189.0,11.118,181.0,33.832,453.0,39.426,198.0,810.0,4.091,13.0,2.0,2.0,50.0,39.0,23.0,8.0,11.519,0.058,208.0,14.65,44.444,1.692,2.399,29.0,14.646,2.419,15.0,7.576,273.0,0.0,1.01,4.069,0.919,1.379,3.011,11.111,78.26,56.0,28.283,3.446,20.0,10.101,5.55,57.0,28.788,3.684,41.0,20.707,4.537,6.0,3.03,4.167,145.0,73.232,4.069,1.0,0.505,0.0,0.0,0.0,0.0,36.599,210.0,24.166,211.0,19.61,52.381,29.126,22.737,11.647,12.353,453.0,39.426,13.0,12.0,180.0,0.0,13.846,15.0,92.308,145.0,12.083,5.0,80.0,0.0,0.765,0.706,10.588,0.0,0.0,6.006,0.462,55.0,70.51,181.0,0.994,2.0,15.385,119.0,0.0,11.0,84.615,109.091,1.0,7.692,1.0,100.0,0.0,0.0,0.0,61.538,0.0,60.773,1.236,33.149,0.733,6.077,0.0,46.961,1.0,53.039,0.99,0.0,7.692,61.538,7.692,23.077,3.0,1.657,0.0,0.0,0.0,0.0,177.0,97.79,1.017,0.0,0.0,0.0,1.0,0.552,0.0,32.0,2.462,1.882,0.177,5.625,0.042,0.784,31.0,96.875,1.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,1.0,7.692,0.164,211.0,19.61,2023
Javonte Williams,DEN,RB,16.0,177.2,11.075,201.0,35.575,468.0,44.36,217.0,774.0,3.567,3.0,0.0,0.0,42.0,42.0,8.0,1.0,1.588,0.007,31.0,-5.8,34.562,1.088,2.479,35.0,16.129,2.811,21.0,9.677,296.0,0.0,5.53,3.308,0.949,1.364,2.395,19.816,60.0,56.0,25.806,2.5,37.0,17.051,3.946,26.0,11.982,3.115,67.0,30.876,3.552,18.0,8.295,5.333,159.0,73.272,3.308,1.0,0.461,2.0,0.0,0.0,0.0,48.115,264.0,33.503,275.0,27.067,59.945,33.503,27.067,13.563,16.5,468.0,44.36,58.0,47.0,228.0,2.0,3.931,4.851,81.034,301.0,6.404,10.0,18.0,0.0,3.625,2.938,14.25,0.0,0.0,0.11,0.002,-41.0,-25.21,201.0,1.134,0.0,0.0,0.0,0.0,51.0,87.931,92.157,2.0,3.448,1.0,50.0,0.0,3.0,5.882,39.655,6.0,53.731,0.889,40.796,1.537,4.975,0.6,33.333,0.433,66.169,1.496,3.448,5.172,46.552,32.759,8.621,1.0,0.498,0.0,2.0,0.995,3.0,195.0,97.015,1.097,0.0,0.0,0.0,3.0,1.493,2.667,-99.0,-1.707,-6.188,-0.493,-2.303,0.136,-2.631,-91.0,91.919,-8.0,8.081,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.265,6.0,10.345,0.993,275.0,27.067,2023
Chuba Hubbard,CAR,RB,17.0,182.5,10.735,374.0,57.45,646.0,57.27,238.0,902.0,3.79,5.0,0.0,0.0,59.0,36.0,11.0,2.0,-3.074,-0.013,133.0,4.46,38.235,1.433,2.357,42.0,17.647,2.408,21.0,8.824,316.0,0.0,1.681,3.345,1.105,1.328,2.505,17.647,59.38,95.0,39.916,3.747,37.0,15.546,4.838,11.0,4.622,2.909,65.0,27.311,3.446,4.0,1.681,3.75,168.0,70.588,3.345,0.0,0.0,0.0,0.0,0.0,0.0,53.483,277.0,34.843,282.0,25.73,59.057,34.843,25.73,14.0,16.294,646.0,57.27,44.0,39.0,233.0,0.0,5.295,5.974,88.636,269.0,6.897,10.0,25.0,0.0,2.588,2.294,13.706,0.0,0.0,-15.242,-0.346,-1.0,-15.85,374.0,0.623,1.0,2.273,25.0,0.0,41.0,93.182,95.122,1.0,2.273,1.0,100.0,0.0,0.0,0.0,36.364,5.0,52.941,0.52,44.652,0.778,1.337,0.0,41.444,0.239,57.487,0.912,0.0,6.818,43.182,36.364,11.364,11.0,2.941,0.909,2.0,0.535,0.0,359.0,95.989,0.621,0.0,0.0,0.0,2.0,0.535,0.0,-34.0,-0.773,-2.0,-0.091,-6.853,0.096,-0.764,-30.0,88.235,-4.0,11.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.759,1.0,2.273,0.146,282.0,25.73,2023
Ezekiel Elliott,NE,RB,17.0,176.5,10.382,303.0,50.083,517.0,49.616,184.0,642.0,3.489,3.0,1.0,0.0,32.0,22.0,5.0,2.0,5.699,0.031,-2.0,-8.8,33.152,1.424,2.065,25.0,13.587,2.136,8.0,4.348,102.0,0.0,1.63,3.356,1.609,0.554,2.72,21.196,63.64,62.0,33.696,3.21,14.0,7.609,3.0,22.0,11.957,3.091,60.0,32.609,4.0,4.0,2.174,3.25,101.0,54.891,3.356,1.0,0.543,2.0,0.0,0.0,0.0,44.337,235.0,30.679,249.0,24.412,49.462,30.679,24.412,10.824,13.824,517.0,49.616,65.0,51.0,313.0,2.0,4.815,6.137,78.462,374.0,7.333,12.0,23.0,0.0,3.824,3.0,18.412,0.0,0.0,-6.375,-0.098,20.0,-7.97,303.0,1.033,1.0,1.538,23.0,0.0,54.0,83.077,94.444,2.0,3.077,1.0,50.0,1.0,3.0,5.556,32.308,11.0,59.076,0.939,38.614,1.239,1.65,0.0,57.096,0.832,42.244,1.32,9.231,3.077,47.692,15.385,23.077,20.0,6.601,0.7,27.0,8.911,1.111,255.0,84.158,1.055,0.0,0.0,0.0,1.0,0.33,0.0,-42.0,-0.646,-2.471,-0.139,-7.452,0.154,-1.028,-40.0,95.238,-2.0,4.762,21.0,0.0,0.0,0.0,0.0,0.0,0.0,10.744,7.0,10.769,1.116,249.0,24.412,2023
