Player,Team,Position,Games,PPR Fantasy Points,PPR Fantasy Points Per Game,Routes Run,Route Participation Percent,Rushing Snap Count,Rushing Snap Percent,Rushing Attempts,Rushing Yards,Rushing Yards Per Carry,Rushing Touchdowns,Rushing Fumbles,Rushing Fumbles Lost,Rushing First Downs,Red Zone Rush Attempts,Goal Line Rush Attempts,Goal Line Rushing Touchdowns,Rushing EPA,Rushing EPA Per Attempt,Rushing DYAR,Rushing DVOA,Rushing Success Rate,Yards Before Contact,Yards After Contact,Avoided Tackles,Avoided Tackle Percent,Win Yards Per Attempt,Explosive Runs,Explosive Run Rate,Explosive Yards,Explosive Touchdowns,Juke Rate,Stacked Box Yards Per Attempt,Second Level Yards Per Attempt,Open Field Yards Per Attempt,Adjusted Line Yards Per Attempt,Stuffed Rate,Power Run Success Rate,Inside Zone Attempts,Inside Zone Percent,Inside Zone Yards Per Attempt,Outside Zone Attempts,Outside Zone Percent,Outside Zone Yards Per Attempt,Power Attempts,Power Percent,Power Yards Per Attempt,Man/Duo Attempts,Man/Duo Percent,Man/Duo Yards Per Attempt,Counter Attempts,Counter Percent,Counter Yards Per Attempt,Stacked Box Attempts,Stacked Box Percent,Stacked Box Run Yards Per Attempt,Designed Run Attempts,Designed Run Percent,Designed Run Yards Per Attempt,Scramble Attempts,Scramble Percent,Scramble Yards Per Attempt,Rushing Attempt Share,Touches,Touch Share,Rushing Opportunities,Rushing Opportunity Share,Team Rushing Attempt Share,Team Rushing Touch Share,Team Rushing Opportunity Share,Rushing Attempts Per Game,Touches Per Game,Receiving Snap Count,Receiving Snap Percent,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Yards Per Target,Yards Per Reception,Catch Percent,Yards After Catch,Yards After Catch Per Reception,Receiving First Downs,Longest Reception,100 Plus Yard Games,Targets Per Game,Receptions Per Game,Receiving Yards Per Game,End Zone Targets,End Zone Touchdowns,Receiving EPA,Receiving EPA Per Target,Receiving DYAR,Receiving DVOA,Routes Run Efficiency,Yards Per Route Run,Explosive Receptions,Explosive Reception Rate,Explosive Receiving Yards,Explosive Receiving Touchdowns,Catchable Targets,Catchable Target Rate,Adjusted Catch Percent,Contested Targets,Contested Target Rate,Contested Receptions,Contested Catch Rate,Created Catches,Drops,Drop Rate,Receiving Success Rate,Forced Missed Tackles,Single-High Coverage Target Percent,Single-High Coverage Yards Per Route Run,Two-High Coverage Target Percent,Two-High Coverage Yards Per Route Run,Zero Coverage Target Percent,Zero Coverage Yards Per Route Run,Man Coverage Target Percent,Man Coverage Yards Per Route Run,Zone Coverage Target Percent,Zone Coverage Yards Per Route Run,Tight Coverage Percent,Step Coverage Rate,Open Target Percent,Wide Open Target Percent,Close Coverage Target Percent,Wide Alignment Routes,Wide Alignment Percent,Wide Alignment Yards Per Route Run,Slot Alignment Routes,Slot Alignment Percent,Slot Alignment Yards Per Route Run,Backfield Alignment Routes,Backfield Alignment Percent,Backfield Alignment Yards Per Route Run,Inline Alignment Routes,Inline Alignment Percent,Inline Alignment Yards Per Route Run,Off-Line Alignment Routes,Off-Line Alignment Percent,Off-Line Alignment Yards Per Route Run,Air Yards,Average Depth of Target,Air Yards Per Game,Air Yards Per Route Run,Receiver Air Conversion Ratio,Weighted Opportunity Rating,Team Air Yards Share,Catchable Air Yards,Catchable Air Yards Rate,Prayer Yards,Prayer Yard Rate,Dropped Air Yards,20 Plus Yard Targets,20 Plus Yard Catches,20 Plus Yard Catch Rate,20 Plus Target Percent,20 Plus Yard Receiving Yards,20 Plus Yard Receiving Touchdowns,Target Share,First Read Targets,First Read Target Rate,First Read Target Share,Receiving Opportunities,Receiving Opportunity Share
Emari Demercado,ARZ,RB,11.00,60.30,5.48,129.00,18.22,180.00,16.19,44.00,312.00,7.09,0.00,1.00,1.00,10.00,5.00,0.00,0.00,-6.90,-0.16,-7.76,-13.11,31.82,4.25,2.84,9.00,20.45,2.84,9.00,20.45,223.00,0.00,0.00,8.18,1.25,5.07,3.62,13.64,100.00,5.00,11.36,13.00,6.00,13.64,5.83,11.00,25.00,3.91,7.00,15.91,6.57,13.00,29.54,7.92,11.00,25.00,8.18,0.00,0.00,0.00,0.00,0.00,0.00,12.02,57.00,7.19,64.00,5.96,14.72,7.19,5.96,4.00,5.18,180.00,16.19,20.00,13.00,101.00,1.00,,,,,,,,,1.82,1.18,9.18,,,-1.59,-0.08,-3.94,-17.81,129.00,0.78,2.00,10.00,62.00,0.00,14.00,70.00,92.86,1.00,5.00,0.00,0.00,0.00,2.00,14.29,30.00,2.00,48.84,0.25,47.29,0.93,3.10,0.00,29.46,0.00,69.77,0.81,15.00,5.00,40.00,20.00,15.00,6.00,4.65,0.67,4.00,3.10,0.00,118.00,91.47,0.58,0.00,0.00,0.00,1.00,0.78,28.00,12.00,0.60,1.09,0.09,8.42,0.04,0.26,-6.00,-50.00,18.00,150.00,-4.00,0.00,0.00,0.00,0.00,0.00,0.00,2.82,4.00,20.00,0.54,64.00,5.96
Emeka Egbuka,TB,WR,17.00,192.80,11.34,500.00,83.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.00,75.16,127.00,63.00,938.00,6.00,7.39,14.89,49.61,335.00,5.32,34.00,77.00,3.00,7.47,3.71,55.18,13.00,2.00,6.09,0.05,-50.99,-17.92,500.00,1.88,20.00,15.75,605.00,5.00,73.00,57.48,86.30,19.00,14.96,4.00,21.05,4.00,6.00,8.22,41.73,4.00,50.40,1.84,48.00,1.97,1.60,0.00,29.80,1.77,70.20,1.92,37.80,14.17,33.86,4.72,9.45,323.00,64.60,2.08,174.00,34.80,1.53,3.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1572.00,12.38,92.47,3.14,0.60,0.56,34.90,724.00,46.06,848.00,53.94,48.00,27.00,10.00,37.04,21.26,362.00,4.00,21.31,91.00,71.65,14.24,129.00,12.08
Evan Engram,DEN,TE,16.00,102.10,6.38,358.00,56.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.00,38.39,76.00,50.00,461.00,1.00,6.07,9.22,65.79,302.00,6.04,19.00,41.00,0.00,4.75,3.12,28.81,2.00,0.00,4.44,0.06,-81.00,-24.80,358.00,1.29,4.00,5.26,131.00,0.00,56.00,73.68,89.29,8.00,10.53,3.00,37.50,2.00,5.00,8.93,39.47,5.00,49.44,1.15,47.76,1.39,2.79,2.00,24.58,1.02,75.42,1.37,14.47,5.26,48.68,15.79,15.79,40.00,11.17,0.62,163.00,45.53,0.94,7.00,1.96,2.00,38.00,10.62,1.68,110.00,30.73,1.86,331.00,4.36,20.69,0.92,1.39,0.23,7.38,172.00,51.96,159.00,48.04,8.00,4.00,2.00,50.00,5.26,70.00,0.00,11.95,28.00,36.84,4.17,77.00,7.05
Gabe Davis,BUF,WR,6.00,30.90,5.15,120.00,22.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.00,20.50,18.00,12.00,129.00,1.00,,,,,,,,,3.00,2.00,21.50,,,10.33,0.57,19.43,0.41,120.00,1.08,2.00,11.11,44.00,0.00,14.00,77.78,85.71,5.00,27.78,4.00,80.00,2.00,1.00,7.14,61.11,0.00,55.83,1.16,35.83,1.14,8.33,0.20,45.83,0.74,54.17,1.35,66.67,5.56,27.78,0.00,0.00,103.00,85.83,1.15,13.00,10.83,0.85,1.00,0.83,0.00,0.00,0.00,0.00,3.00,2.50,0.00,159.00,8.83,26.50,1.32,0.81,0.08,4.40,124.00,77.99,35.00,22.01,2.00,1.00,0.00,0.00,5.56,0.00,0.00,3.36,16.00,88.89,2.74,18.00,1.66
Gage Larvadain,CLV,WR,13.00,14.10,1.08,120.00,19.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.00,16.38,14.00,7.00,71.00,0.00,,,,,,,,,1.08,0.54,5.46,,,-3.83,-0.27,-42.64,-53.28,120.00,0.59,0.00,0.00,0.00,0.00,10.00,71.43,70.00,2.00,14.29,0.00,0.00,0.00,2.00,20.00,42.86,1.00,41.67,0.32,55.00,0.83,3.33,0.00,27.50,1.30,72.50,0.32,28.57,7.14,50.00,14.29,0.00,70.00,58.33,0.23,49.00,40.83,1.12,1.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.00,8.93,9.62,1.04,0.57,0.06,3.30,74.00,59.20,51.00,40.80,6.00,2.00,0.00,0.00,14.29,0.00,0.00,2.30,10.00,71.43,1.56,15.00,1.46
Garrett Wilson,NYJ,WR,7.00,98.90,14.13,197.00,35.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.00,33.55,59.00,36.00,389.00,4.00,,,,,,,,,8.43,5.14,55.57,,,-1.12,-0.02,-3.68,-13.50,197.00,1.98,4.00,6.78,102.00,2.00,38.00,64.41,94.74,11.00,18.64,7.00,63.64,3.00,3.00,7.90,40.68,5.00,50.25,1.79,45.18,1.99,4.57,3.89,29.95,2.14,70.05,1.91,23.73,16.95,38.98,3.39,10.17,122.00,61.93,1.91,72.00,36.55,2.14,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.52,0.67,535.00,9.07,76.43,2.72,0.73,0.27,15.72,282.00,52.71,253.00,47.29,21.00,8.00,3.00,37.50,13.56,81.00,2.00,10.65,45.00,76.27,7.36,59.00,5.84
George Kittle,SF,TE,11.00,161.80,14.71,298.00,49.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.00,48.83,69.00,57.00,628.00,7.00,9.10,11.02,82.61,252.00,4.42,38.00,33.00,1.00,6.27,5.18,57.09,6.00,5.00,46.32,0.67,197.34,35.49,298.00,2.11,9.00,13.04,223.00,1.00,61.00,88.41,93.44,10.00,14.49,7.00,70.00,2.00,3.00,4.92,68.12,4.00,52.01,2.50,44.97,1.75,3.02,0.67,28.52,2.28,71.48,2.04,14.49,11.59,49.28,8.70,15.94,24.00,8.05,0.42,80.00,26.85,2.14,11.00,3.69,0.00,72.00,24.16,2.99,111.00,37.25,2.09,460.00,6.67,41.82,1.54,1.36,0.25,10.71,392.00,85.22,68.00,14.78,16.00,4.00,3.00,75.00,5.80,89.00,1.00,11.48,45.00,65.22,7.18,70.00,6.47
George Pickens,DAL,WR,17.00,289.90,17.05,584.00,89.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.00,79.29,137.00,93.00,1429.00,9.00,10.43,15.37,67.88,479.00,5.15,73.00,45.00,5.00,8.06,5.47,84.06,20.00,7.00,88.74,0.65,408.46,24.47,584.00,2.45,22.00,16.06,667.00,5.00,103.00,75.18,90.29,23.00,16.79,11.00,47.83,7.00,5.00,4.85,63.50,20.00,41.27,3.35,54.28,1.72,4.45,3.00,35.44,2.93,64.56,2.18,29.20,24.09,26.28,1.46,18.25,529.00,90.58,2.48,55.00,9.42,2.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1547.00,11.29,91.00,2.65,0.92,0.53,30.52,1022.00,66.06,525.00,33.94,39.00,22.00,10.00,45.46,16.06,320.00,2.00,20.92,114.00,83.21,16.67,137.00,12.23
Grant Calcaterra,PHI,TE,15.00,22.60,1.51,132.00,24.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.00,33.81,13.00,9.00,76.00,1.00,,,,,,,,,0.87,0.60,5.07,,,0.97,0.08,-10.60,-18.55,132.00,0.58,0.00,0.00,0.00,0.00,10.00,76.92,90.00,3.00,23.08,2.00,66.67,0.00,0.00,0.00,53.85,0.00,50.76,0.31,36.36,0.58,12.88,1.59,33.33,1.04,66.67,0.34,38.46,0.00,23.08,15.38,23.08,7.00,5.30,2.29,42.00,31.82,0.79,0.00,0.00,0.00,24.00,18.18,0.00,59.00,44.70,0.46,85.00,6.54,5.67,0.64,0.89,0.05,1.90,48.00,56.47,37.00,43.53,0.00,1.00,0.00,0.00,7.69,0.00,0.00,2.44,9.00,69.23,1.56,13.00,1.29
Greg Dortch,ARZ,WR,12.00,75.10,6.26,211.00,29.80,279.00,25.09,7.00,15.00,2.14,1.00,0.00,0.00,1.00,3.00,1.00,0.00,-1.39,-0.20,11.03,-12.85,42.86,-0.57,2.71,2.00,28.57,2.71,0.00,0.00,0.00,0.00,0.00,-0.75,1.29,0.00,0.00,42.86,0.00,0.00,0.00,0.00,1.00,14.29,-5.00,2.00,28.57,2.00,0.00,0.00,0.00,1.00,14.29,9.00,4.00,57.14,-0.75,3.00,42.86,-0.33,0.00,0.00,0.00,1.91,36.00,4.54,40.00,3.72,2.34,4.96,3.97,1.40,7.20,279.00,25.09,33.00,29.00,206.00,3.00,,,,,,,,,2.75,2.42,17.17,,,4.25,0.13,16.29,-5.95,211.00,0.98,1.00,3.03,39.00,1.00,30.00,90.91,96.67,5.00,15.15,3.00,60.00,0.00,1.00,3.33,39.39,7.00,50.24,1.03,46.44,0.99,3.32,0.00,26.54,1.43,73.46,0.81,12.12,0.00,60.61,15.15,12.12,53.00,25.12,0.91,140.00,66.35,1.10,18.00,8.53,0.22,0.00,0.00,0.00,0.00,0.00,0.00,58.00,1.76,4.83,0.28,3.55,0.08,1.25,10.00,17.24,48.00,82.76,-2.00,1.00,0.00,0.00,3.03,0.00,0.00,4.66,11.00,33.33,1.48,40.00,3.72
Greg Dulcich,MIA,TE,10.00,65.50,6.55,142.00,27.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.00,23.96,33.00,26.00,335.00,1.00,,,,,,,,,3.30,2.60,33.50,,,18.46,0.56,44.55,13.95,142.00,2.36,7.00,21.21,167.00,0.00,27.00,81.82,96.30,7.00,21.21,4.00,57.14,2.00,0.00,0.00,60.61,3.00,52.82,3.00,43.66,1.77,2.11,0.00,16.90,2.92,81.69,2.28,24.24,9.09,39.39,21.21,6.06,24.00,16.90,0.17,46.00,32.39,2.76,2.00,1.41,0.00,39.00,27.46,2.38,31.00,21.83,3.58,155.00,4.70,15.50,1.09,2.16,0.13,4.61,140.00,90.32,15.00,9.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.38,22.00,66.67,4.14,34.00,3.58
Gunnar Helm,TEN,TE,16.00,91.70,5.73,270.00,43.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.00,48.88,55.00,44.00,357.00,2.00,6.49,8.11,80.00,159.00,3.61,17.00,34.00,0.00,3.44,2.75,22.31,4.00,1.00,3.83,0.07,-20.19,-12.78,270.00,1.32,2.00,3.64,56.00,1.00,46.00,83.64,95.65,8.00,14.54,4.00,50.00,3.00,1.00,2.17,45.46,4.00,52.22,1.22,45.18,1.49,2.59,0.43,29.63,1.14,70.37,1.40,20.00,7.27,45.46,7.27,20.00,23.00,8.52,1.17,95.00,35.18,1.58,1.00,0.37,0.00,71.00,26.30,0.70,80.00,29.63,1.62,303.00,5.51,18.94,1.12,1.18,0.18,7.55,213.00,70.30,90.00,29.70,1.00,2.00,1.00,50.00,3.64,34.00,1.00,8.79,29.00,52.73,4.47,55.00,5.48
Harold Fannin Jr.,CLV,TE,16.00,188.40,11.78,439.00,72.08,741.00,69.77,7.00,13.00,1.86,1.00,1.00,1.00,2.00,2.00,1.00,1.00,-1.77,-0.25,0.65,-37.18,28.57,0.57,1.29,1.00,14.29,1.29,0.00,0.00,0.00,0.00,0.00,1.60,0.00,0.00,0.00,14.29,66.67,0.00,0.00,0.00,0.00,0.00,0.00,2.00,28.57,2.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,71.43,1.60,2.00,28.57,1.50,0.00,0.00,0.00,1.66,79.00,10.62,114.00,11.07,1.81,11.14,11.46,1.00,11.29,741.00,69.77,107.00,72.00,731.00,6.00,6.83,10.15,67.29,352.00,4.89,32.00,35.00,1.00,6.69,4.50,45.69,4.00,3.00,2.35,0.02,5.94,-6.32,439.00,1.66,8.00,7.48,212.00,2.00,80.00,74.77,90.00,19.00,17.76,8.00,42.10,4.00,3.00,3.75,42.06,14.00,51.48,1.94,45.33,1.43,3.19,0.57,35.53,1.74,64.46,1.62,28.04,12.15,42.99,7.48,9.35,63.00,14.35,1.70,176.00,40.09,1.27,10.00,2.28,3.10,55.00,12.53,1.69,135.00,30.75,2.05,646.00,6.04,40.38,1.47,1.13,0.38,17.07,466.00,72.14,180.00,27.86,62.00,7.00,4.00,57.14,6.54,122.00,2.00,17.57,65.00,60.75,10.14,114.00,11.07
Hunter Henry,NE,TE,17.00,178.80,10.52,466.00,84.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.00,72.54,87.00,60.00,768.00,7.00,8.83,12.80,68.97,335.00,5.58,43.00,36.00,1.00,5.12,3.53,45.18,9.00,2.00,37.69,0.43,128.99,13.89,466.00,1.65,11.00,12.64,286.00,2.00,66.00,75.86,90.91,14.00,16.09,7.00,50.00,1.00,3.00,4.54,63.22,0.00,51.72,2.12,42.92,1.22,5.36,0.56,33.69,1.74,66.31,1.60,26.44,9.20,37.93,12.64,12.64,66.00,14.16,0.97,192.00,41.20,1.54,15.00,3.22,5.20,60.00,12.88,1.65,133.00,28.54,1.74,710.00,8.16,41.76,1.52,1.08,0.34,15.40,486.00,68.45,224.00,31.55,28.00,8.00,3.00,37.50,9.20,82.00,0.00,15.82,59.00,67.82,9.62,87.00,8.33
Hunter Long,JAX,TE,9.00,32.50,3.61,140.00,23.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.00,20.86,17.00,12.00,85.00,2.00,,,,,,,,,1.89,1.33,9.44,,,7.76,0.46,-10.51,-15.79,140.00,0.61,0.00,0.00,0.00,0.00,14.00,82.35,85.71,2.00,11.76,1.00,50.00,0.00,2.00,14.29,58.82,0.00,51.43,0.54,45.00,0.67,3.57,0.80,28.57,0.50,71.43,0.65,11.76,17.65,41.18,11.76,17.65,26.00,18.57,0.42,34.00,24.29,0.47,3.00,2.14,2.67,14.00,10.00,1.21,63.00,45.00,0.52,66.00,3.88,7.33,0.47,1.29,0.05,1.35,60.00,90.91,6.00,9.09,6.00,0.00,0.00,0.00,0.00,0.00,0.00,2.82,10.00,58.82,1.55,17.00,1.56
Hunter Renfrow,CAR,WR,6.00,35.90,5.98,144.00,26.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.00,18.37,26.00,15.00,89.00,2.00,,,,,,,,,4.33,2.50,14.83,,,-2.00,-0.08,-40.96,-32.78,144.00,0.62,0.00,0.00,0.00,0.00,18.00,69.23,83.33,5.00,19.23,2.00,40.00,1.00,0.00,0.00,38.46,0.00,50.00,0.68,47.92,0.58,2.08,0.00,33.33,0.38,66.67,0.74,19.23,7.69,42.31,3.85,26.92,28.00,19.44,1.25,115.00,79.86,0.47,1.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.00,7.46,32.33,1.35,0.46,0.11,5.62,122.00,62.89,72.00,37.11,0.00,1.00,0.00,0.00,3.85,0.00,0.00,4.73,20.00,76.92,3.42,26.00,2.57
Ian Thomas,LV,TE,14.00,24.40,1.74,143.00,24.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.00,31.03,13.00,13.00,114.00,0.00,,,,,,,,,0.93,0.93,8.14,,,5.07,0.39,18.98,17.11,143.00,0.80,1.00,7.69,20.00,0.00,13.00,100.00,100.00,1.00,7.69,1.00,100.00,0.00,0.00,0.00,76.92,1.00,67.83,0.82,29.37,0.81,2.80,0.00,30.77,0.39,69.23,0.98,7.69,0.00,46.15,23.08,23.08,9.00,6.29,1.67,13.00,9.09,0.31,3.00,2.10,0.00,64.00,44.76,0.53,54.00,37.76,1.13,42.00,3.23,3.00,0.29,2.71,0.04,1.31,42.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.24,7.00,53.85,1.16,13.00,1.37
Isaac TeSlaa,DET,WR,17.00,75.90,4.46,289.00,46.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.00,38.95,27.00,16.00,239.00,6.00,8.85,14.94,59.26,55.00,3.44,14.00,29.00,0.00,1.59,0.94,14.06,11.00,6.00,17.83,0.66,106.12,39.25,289.00,0.83,3.00,11.11,77.00,1.00,17.00,62.96,94.12,6.00,22.22,3.00,50.00,4.00,0.00,0.00,55.56,0.00,56.06,0.63,37.72,1.05,5.88,1.35,35.29,0.86,64.36,0.81,29.63,18.52,37.04,7.41,7.41,210.00,72.66,0.93,76.00,26.30,0.57,3.00,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,352.00,13.04,20.71,1.22,0.68,0.13,9.43,193.00,54.83,159.00,45.17,0.00,4.00,2.00,50.00,14.82,49.00,1.00,4.35,22.00,81.48,3.51,27.00,2.54
Isaiah Bond,CLV,WR,16.00,52.60,3.29,328.00,53.86,466.00,43.88,5.00,29.00,5.80,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.88,0.18,13.76,6.65,60.00,3.60,2.20,2.00,40.00,2.20,0.00,0.00,0.00,0.00,0.00,-1.00,5.20,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.19,23.00,3.09,49.00,4.76,1.30,3.24,4.92,1.00,4.60,466.00,43.88,44.00,18.00,317.00,0.00,7.20,17.61,40.91,58.00,3.22,11.00,52.00,0.00,2.75,1.12,19.81,5.00,0.00,-0.80,-0.02,-55.59,-29.41,328.00,0.97,5.00,11.36,198.00,0.00,23.00,52.27,78.26,10.00,22.73,4.00,40.00,1.00,1.00,4.35,31.82,0.00,50.00,0.70,46.34,0.68,3.66,8.25,35.67,1.51,64.33,0.66,40.91,9.09,20.45,9.09,15.91,179.00,54.57,0.68,146.00,44.51,1.30,3.00,0.92,2.00,0.00,0.00,0.00,0.00,0.00,0.00,751.00,17.07,46.94,2.29,0.42,0.25,19.84,332.00,44.21,419.00,55.79,2.00,18.00,5.00,27.78,40.91,198.00,0.00,7.22,30.00,68.18,4.68,49.00,4.76
Isaiah Davis,NYJ,RB,16.00,69.20,4.32,201.00,36.28,273.00,25.59,43.00,236.00,5.49,1.00,0.00,0.00,7.00,9.00,0.00,0.00,-3.24,-0.08,-4.50,-11.31,34.88,2.49,3.00,5.00,11.63,3.00,6.00,13.95,130.00,1.00,0.00,5.21,0.84,3.02,3.70,11.63,50.00,15.00,34.88,7.07,8.00,18.60,5.62,5.00,11.63,6.40,10.00,23.26,1.50,2.00,4.65,7.50,14.00,32.56,5.21,0.00,0.00,0.00,0.00,0.00,0.00,9.43,64.00,8.49,71.00,7.03,12.46,9.37,7.57,3.31,4.92,273.00,25.59,28.00,21.00,186.00,0.00,,,,,,,,,1.75,1.31,11.62,,,3.56,0.13,22.16,1.91,201.00,0.92,2.00,7.14,51.00,0.00,23.00,82.14,91.30,3.00,10.71,1.00,33.33,0.00,0.00,0.00,39.29,0.00,51.74,0.53,44.28,1.46,3.98,0.12,25.37,0.86,74.63,0.95,3.57,14.29,42.86,25.00,14.29,6.00,2.98,4.33,8.00,3.98,1.50,182.00,90.55,0.77,0.00,0.00,0.00,5.00,2.49,1.60,32.00,1.14,2.00,0.16,5.81,0.08,0.94,2.00,6.25,30.00,93.75,0.00,1.00,0.00,0.00,3.57,0.00,0.00,5.05,7.00,25.00,1.15,71.00,7.03
Isaiah Hodgins,NYG,WR,7.00,27.50,3.93,185.00,32.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.00,29.75,19.00,10.00,115.00,1.00,,,,,,,,,2.71,1.43,16.43,,,5.51,0.29,-16.36,-23.29,185.00,0.62,2.00,10.53,50.00,0.00,12.00,63.16,83.33,4.00,21.05,1.00,25.00,3.00,0.00,0.00,42.10,1.00,59.46,0.61,37.84,0.69,2.16,0.00,30.27,0.54,69.19,0.66,42.10,31.58,10.53,5.26,10.53,113.00,61.08,0.77,70.00,37.84,0.40,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.08,0.00,207.00,10.90,29.57,1.12,0.56,0.08,4.63,113.00,54.59,94.00,45.41,0.00,3.00,1.00,33.33,15.79,30.00,0.00,3.31,11.00,57.90,1.76,19.00,1.75
Isaiah Likely,BLT,TE,14.00,63.70,4.55,237.00,50.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.00,45.10,36.00,27.00,307.00,1.00,8.53,11.37,75.00,117.00,4.33,12.00,43.00,0.00,2.57,1.93,21.93,3.00,1.00,5.40,0.15,-7.99,-10.69,237.00,1.30,4.00,11.11,134.00,0.00,29.00,80.56,93.10,4.00,11.11,2.00,50.00,1.00,1.00,3.45,52.78,3.00,51.48,1.12,43.46,1.61,5.06,0.33,30.38,1.11,69.62,1.38,11.11,16.67,47.22,13.89,8.33,22.00,9.28,2.41,176.00,74.26,1.28,4.00,1.69,0.00,1.00,0.42,0.00,34.00,14.35,0.82,287.00,7.97,20.50,1.21,1.07,0.17,8.39,208.00,72.47,79.00,27.53,5.00,3.00,2.00,66.67,8.33,56.00,0.00,7.71,20.00,55.56,3.97,36.00,3.70
Isaiah Williams,NYJ,WR,11.00,48.70,4.43,200.00,36.10,321.00,30.08,3.00,34.00,11.33,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.58,0.53,16.90,72.89,33.33,10.00,1.33,1.00,33.33,1.33,1.00,33.33,25.00,0.00,0.00,4.50,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,66.67,4.50,0.00,0.00,0.00,0.00,0.00,0.00,0.66,29.00,3.85,39.00,3.86,0.87,4.51,4.34,1.00,9.67,321.00,30.08,36.00,26.00,193.00,0.00,,,,,,,,,3.27,2.36,17.55,,,1.18,0.03,-44.00,-29.35,200.00,0.96,1.00,2.78,25.00,0.00,28.00,77.78,92.86,2.00,5.56,2.00,100.00,2.00,2.00,7.14,44.44,2.00,51.00,1.09,44.50,0.92,4.50,0.00,29.00,0.47,71.00,1.17,19.44,13.89,36.11,11.11,19.44,65.00,32.50,1.38,129.00,64.50,0.78,1.00,0.50,2.00,0.00,0.00,0.00,5.00,2.50,0.00,122.00,3.39,11.09,0.61,1.58,0.12,3.58,75.00,61.48,47.00,38.52,1.00,0.00,0.00,0.00,0.00,0.00,0.00,6.50,18.00,50.00,2.95,39.00,3.86
